( S0002_0005 "don:galu vel:l:ipooyaaka; dharmaguptud:iki; spruha vachchin:di; aayana melligaa nad:uchukun:t:uu; vallabhiipuran:; shivaaru cheireisariki; ardharaatri kaavastunnadi; uuribayat:a; oka in:t:i vaakili; terachi unnadi; akkad:a oka manishhi nilabad:i unnaad:u." )
( S0002_0006 "baabu; chan:peishaaru; an:t:uu; dharma guptud:u; aa manishhi keisi vel:l:aad:u." )
( S0002_0007 "ardha raatriveil:a challagaaliki; talavaakit:a nilabad:i un:d:ina; manishhi; oka svarnd~akaarud:u; atanipeiru; loohitud:u; loohitud:u nagalu cheisi; kaastookuustoo san:paadin:chinaa; daannan:taa; parusaveidikoosan:, kharchu cheiseisukunnaad:u; sattunu; ven:d:igaa maarchaalanii; ittad:ini; ban:gaaran:gaa maarchaalanii; loohitud:i aasha; in:dukai; atanu; rakarakaala muulikalanu; ad:uvulanun:chii; kon:d:ala nun:chii techchi; raatrin:bagal:l:u; put:haalu veisi; an:tuleini shariira shrama pad:d:aad:u." )
( S0002_0008 "loohitud:i maamagaaru; chaavubatukulloo unnaad:ani telisi; loohitud:i bhaarya; tana pillalatoosahaa; put:t:in:t:iki vel:l:in:di; loohitud:u; roojallaa, kolimidaggirei un:d:i; challagaali koosan:; an:taku mun:dei; bayat:iki vachchaad:u; tanakeisi vachchina dharmaguptund~nd~i; modat:a loohitud:u gurtin:chaleidu; ayinaa; atanu mun:duku vachchi; musalivaand~nd~i pat:t:ukuni; loopaliki tiisukuvel:l:aad:u; kolimi man:t:alloo; ataniki; dharmaguptud:i aanavaalu telisin:di; miiraa baabuu; eimit:idi; annaad:u." )
( S0002_0009 "don:galu; tala pagalagot:t:aaru; an:t:uu; dharmaguptud:u; praand~aalu vadilaad:u." )
( S0002_0010 "taanu ippud:u; ein: cheiyyaaloo; loohitud:iki teliyaleidu; chut:t:upakkalavaal:l:anu; leipukuvaddaamanukunnaad:u; an:daruu cheiri; niivei d:abbukoosan:; musalaand~nd~i chan:pi vun:t:aavu; an:t:aareimoonani; bhayan:veisin:di; dharmaguptud:u; chaavanei chachchaad:u; atani kippud:u; evaruu cheiyagala sahaayan: eimiileidu; aayana; tana in:t:looki raavat:an:; ii ardharaatri veil:a chuusinavaaru leiru; an:ducheita; taanu; ii bed:ada vadilin:chukoovat:an:; man:chidanukunnaad:u; loohitud:u." )
( S0002_0012 "loohitud:iki; tana bhaaryapainaa; pillala painaa; preima jaasti; vaal:l:u sukhapad:an:dulakei; atanu; ban:gaaran: cheisei pichchiloo; pad:i pooyaad:u; ippud:ukuud:aa; atanu vaal:l:a sukhan:koosamei; dharmaguptud:i sommu; kaajeiya nishchayin:chaad:u." )
( S0002_0013 "shavaanni vetikitei; taal:apucheivula gutti dorikin:di; loohitud:u; vaat:ini tiisukuni; neirugaa dharmaguptud:i in:t:iki vel:l:aad:u; talupu terichi loopala praveishin:chaad:u; inupa pet:t:eloo; laqs~alucheisei ven:d:i; ban:gaaramu unnadi; adan:taa; oka gootan:loo veisukuni; inupapet:t:ei muusi; in:t:iki taal:an: veisi; loohitud:u; tana in:t:iki tirigi vachchaad:u." )
( S0002_0014 "tellavaarei loopugaa; loohitud:u; ven:d:ii ban:gaaraalanu; at:akamiida pet:t:i; pid:akalu kappi; dharmaguptud:i shavaanni; taal:apuchevulatoo sahaa; dod:loo; niluvu lootuna paateisi; goyyi puud:cheishaad:u." )
( S0002_0015 "ren:d:u muud:u roojula paat:u; dharmaguptud:i san:gati; vichaarin:china vaaruleiru; taruvaata; aayananugurin:chi; aaraa tiiyat:an: aaran:bhamayin:di; aayana podduuku maat:una; poruguurunun:chi bayaludeirat:an:; chuusinavaarunnaarugaani aayana; vabhiiki tirigi raavat:an:; chuusinavaaru leiru; madhya daariloo; ekkad:oo; aayana chanipooyi vun:t:aad:ani; janan: nirdhaarand~a cheisukunnaaru; raaju gaari adhikaarulu vachchi; dharmaguptud:i; in:t:i taalan: pagalagot:t:i; illan:taa pariiqs~in:chi; unna aasti; svaadhiinan: cheisukunnaaru; ii aasti; chaalaa koddigaa un:d:at:an: chuusi; an:daruu aashcharyapad:d:aaru; kaani; in:t:loo don:galu pad:ina; laqs~and~aalu leivu." )
( S0002_0016 "tvaraloonei dhanmaguptund~nd~i gurin:chi; janan: cheppukoovat:an: maaneishaaru; ika tanakeimii bhayan: leidanukunnaad:u; loohitud:u; put:t:in:t:inun:chi; atani bhaarya; pillalatoosahaa tirigi vachchin:di." )
( S0002_0018 "loohitud:i bhaaryaku; tana bharta an:t:ei praand~an:; ban:gaaran: leikapootei maane; miiru; ban:gaaru pani cheisukuni; naalugu d:abbulu san:paadin:chutuu; in:t:ipat:t:una un:d:an:d:i; maakadei padiveilu; ekkad:i kaashiiprayaand~an:; neinu poonivvanu; an:t:uu; shlookaalu pet:t:in:di." )
( S0002_0019 "loohitud:u; tappanisarigaa; tana bhaaryatoo nijan: cheppeyyavalasi vachchin:di; atanu; aameku jariginadan:taa; puusaguchchinat:t:ucheppi at:akamiida; pid:akalakin:da daachina; ven:d:ii ban:gaaraalu chuupaad:u; eidoo oka naat:akan: aad:akapootei; manan:; ii sommu anubhavin:chat:aaniki; leidu; an:ducheita; nannu aaru nelalapaat:u; et:ainaa vel:l:iraanii; aa taruvaata; maharaajullaagaa; batukudaan: annaad:u; loohitud:u tana bhaaryatoo; aame sarei nannadi." )
( S0002_0020 "evarikii anumaanan: kalagakun:d:aa; un:d:a galan:dulaku; loohitud:u; taanu erigina vaari daggara; daarikharchuku; apputiisukuni; kaashiiki vel:utunnaanani; bayaludeiri vel:l:aad:u; aayana tirigivachcheidaakaa; bhaaryaa pillalu; chaalaa peidagaa batikaaru; aaru nelala anan:taran:; oka ardharaatri; loohitud:u in:t:iki cheiri; at:akamiidinun:chi; ven:d:i ban:gaaraalu din:chaad:u; maarnaad:u; taanerigina vaaran:darinii pilichi; vaariki; tana sottan:taa chuupin:chi; kaashiiloo; siddud:i dayavalla; ii ven:d:i ban:gaaraalu dorikaayi; naa jiivitan:; naa pillala jiivitan:; sukhan:gaa vel:l:ipootun:di; annaad:u; an:daruu loohitund~nd~i; abhinan:din:chaaru; atad:i jiivitan:; sukhan:gaa vel:l:ipootunnadi." )
( S0002_0021 "raajugaari koluvuloo un:d:ei; oka pedda udyoogiki; loohitud:u; aastipai duraasha put:t:in:di; ii udyoogiki; an:dagatte ayina kuuturunnadi; aa pillanu; loohitud:ikichchi cheisi; loohitud:i modat:i bhaaryanu; pillalanu; vel:l:agot:t:in:chat:aaniki; aayana; ettu veishaad:u; loohitund~nd~i; tana in:t:iki pilipin:chi; tana kumaartenu chuupin:chi; ii pillaku pel:l:i kaavaali; ninnu tappa cheisukoonan:t:unnadi; annaad:u; loohitud:u; pel:l:iki sammatin:chaad:u; reipu pel:l:i anagaa; loohitud:i." )
( S0002_0022 "bhaaryaku; tana bharta; in:koo pel:l:i cheisukoobootunnaad:ani telisin:di; tana bharta edut:a; eid:ichi; ii pel:l:i jaragat:aaniki; viilleidannadi." )
( S0002_0023 "niiku vachchina loot:eimit:i; anni eirpaat:lu ayyaaka; pel:l:i et:laa aagutun:di; nannu veidhin:chaku; annaad:u loohitud:u." )
( S0002_0024 "tananu praand~an:kannaa ekkuvagaa; chuusukunei bhartaku; tanamiida preima pooyin:danukoni; loohitud:i bhaaryaku; matipooyin:di; aame mun:du venakalu; eimii aaloochin:chakun:d:aa; apppat:ikappud:ei; man:trigaarivaddaku vel:l:i; ayyaa; kon:takaalan:kritan:; naabharta; dharmaguptud:anei; dhanikund~nd~i chan:pi; aayana aastan:taa kaajeishaad:u; dharma guptud:i shavan:; maa dod:d:iloonei paateishaad:u; kaavalistei; tavvipaiki tiiyavachchu; annadi." )
( S0002_0025 "ven:t:anei man:trigaaru; raajubhat:ulanu pan:pi; loohitud:i dod:d:iloo tavvin:chagaa; dharmaguptud:i shavan: dorikin:di; nyaayasthaanan:loo; loohitud:u; jariginadan:taa cheppaad:u; kaani; evaruu nammaleidu; loohitund~nd~i; korata veyyamani; raajugaaru uttaruvichchaaru; loohitud:i aasthan:taa; raajugaari paramayin:di; loohitud:u; koratamiida chachchaad:u; pashchaattaapan:too; loohitud:i bhaarya; tana bharta shavan:toobaat:u; chitipaina kaalipooyin:di." )
( S0002_0026 "bheitaal:ud:ii kadha cheppi; raajaa; loohitud:i kut:un:ban: sarvanaashanan: kaavat:aaniki; kaarakulevaru; tana bharta; in:kokatenu pel:l:aad:abootunnaad:anna; asuuyatoo; bharta miida; neiraaroopand~a cheisina; loohitud:i bhaaryaa; dharmaguptud:i dhanaanni; apaharin:china; loohitud:aa; atanu hatya cheiyaleidanna san:gati; grahin:chaka; loohitund~nd~i korataveisina; raajaa; ii prashnalaku; samaadhaanan: telisi kuud:aa; cheppakapooyaavoo; nii tala pagili pootun:di; annaad:u." )
( S0002_0027 "loohitud:i kut:un:ban:; sarvanaashanan: kaavat:aaniki; kaarakuraalu; loohitud:i bhaarya kaadu; bharta miida preima un:d:abat:t:ei; aameku; an:ta asuuya kaligin:di; tana bharta; mal:l:ii pel:l:aad:akun:d:aa cheyyat:aaniki; taanu cheyya gala; okka pani aame cheiseisin:di; taruvaata kuud:aa; aame bhartatoopaat:u; sahagamanan: cheisin:deigaani; bharta pooyinan:duku; san:trxpti pad:aleidu; loohitud:i tappukuud:aa eimiileidu; atanu; dharmaguptud:i sommu; don:gilin:china maat:a nijameigaani; atanu; don:gatanan: cheiseisariki; dharmaguptud:u; chachchei pooyaad:u." )
( S0002_0028 "aa sottuku; vaarasulevaruu leiru; marikon:chen:seipu batikiun:t:ei; dharmaguptud:ei; ataniki aa sottu ichcheivaad:eimoo; raajugaari tappukuud:aa; eimiileidu; kanipin:china saaqs~yaanni bat:t:i; loohitud:ei; dharmaguptund~nd~i chan:paad:anukoovat:aaniki; viilunnadi; pootei; loohitud:i kut:un:ban:; sarvanaashan: kaavat:aaniki; nijamaina kaarand~an:; d:abbu; aa d:abbei; dharmaguptud:i praand~aanni tiisin:di; adei; loohitud:iki; ren:d:oo pel:l:i aasha kalpin:chi loohitud:i bharyaku; mati poogot:t:i; chivaraku; sarvanaashanan: techchi pet:t:in:di annaad:u vikramaarkud:u; ii vidhan:gaa; raajuku maunabhan:gan: kaagaanei; beitaal:ud:u; shavan:toosahaa maayamai; mal:l:ii cheit:t:ekkaad:u." )
( S0003_0001 "aavutoo ad:aavud:i." )
( S0003_0002 "raaban:dunu eimaarchi; paaripooyi vastunna kun:deiluku; tana in:t:i samiipan:loo; aavu atta kanipin:chin:di; aavunu chuustei; kun:deiluku koopan:; en:dukan:t:ei; kun:deilu ennisaarlu ad:iginaa; aavu; okka chukka paalu kuud:aa; ichchina paapaana pooleidu; man:dulooki kaavaalani ad:iginaa; leivu pommannadi." )
( S0003_0003 "ein: attaa; elaa unnaavu; annadi kun:deilu; baagaanei unnaanu; allud:aa; nuvvoo; annadi aavu; pharavavaaleidu; an:t:uu; kun:deilu; pakkanei unna; neireid:u chet:t:u kommalooki chuusi; bhalei man:chi neireid:upal:l:u; chuustei nooruurutun:di; annadi." )
( S0003_0004 "in:kein:; koosukutinu; annadi aavu; neinu chet:t:u ekkaleinugadaa; evarainaa chet:t:unu kadilistei; it:t:ei raaltaayi; nii talanu; chet:t:uboodeku d:hii kot:t:i; pal:l:u raalchagalavaa; nii vallakaadu; abboo; daaniki; chaalaa balan: un:d:aali; annadi kun:deilu." )
( S0003_0005 "nannu bottigaa tiiseishaavei; allud:aa; chuusukoo an:t:uu; aavu; tana talavan:chi neireid:u chet:t:uboodeku; t:haakii ichchin:di; kaani; chet:t:u miida unnavannii; pachchikaayalu kanuka; okkat:i raalaleidu." )
( S0003_0007 "ayyayyoo; eddu maamanu; sahaayan: piluchukostaanun:d:u; an:t:uu; kun:deilu in:t:iki vel:l:i; in:t:illipaatinii; paalachen:bulatoo tiisukochchin:di; chinnaa pedda kun:deil:l:annii; aavupaalu; aakharu bot:t:udaakaa pin:d:ukuni; in:t:iki chakkaapooyaayi." )
( S0003_0008 "aavuku man:d:i pootunnadi; adi; tellavaarluu; naanaa yaatanaa pad:i; tellavaarujaamuna; tala kommulanu, chet:t:uboodenun:chi; bayat:iki laakkoo galigin:di; tana kin:ta ibban:di kaligin:china kun:deiluku buddhicheppaalani; aavu; tana kommulanu; mal:l:ii boodelooki; vadulugaa duurchi; kun:deilu koosan: chuud:asaagin:di." )
( S0003_0009 "aavu cheisina ii panini; kun:deilu; duuran: nun:chi chuusi; eimii eraganat:t:u; iilaveisukun:t:uu daggirikivachchi; ein: attaa; ii paat:iki; kommulu vadilin:chukunnaavanukunnaanei; annadi." )
( S0003_0010 "eidii; nuvvu kaasta sahaayan:cheyyi; tooka pat:t:uku laagu; annadi aavu." )
( S0003_0011 "sarei; an:t:uu; kun:deilu; aavu venakku vel:utunnat:t:u; nat:in:chin:di; aavu chappuna; kommulu; chet:t:uboodenun:chi laageisi; kun:deilu miidiki; lan:ghin:chin:di; kaani; appat:ikei kun:deilu; an:taduuran: parigettipooyin:di; aavu kun:deilunu ven:bad:in:chin:di." )
( S0003_0013 "aavu attaa; eimit:i ad:aavud:i; ani ad:igin:di; kun:deilu." )
( S0003_0014 "aavu; kun:deilukal:l:u maatramei chuusi leid:i anukuni; niikaa paapishht:i kun:deilu; kanipin:chin:daa; leid:i maradalaa; annadi; ippud:ei ii daarinei; kun:t:utuu vel:l:in:di; tarimi pat:t:ukoo; annadi kun:deilu." )
( S0003_0015 "pat:t:ukooka uurukun:t:aanaa eimit:i; an:t:uu; aavu mun:duku parugutiisin:di; kun:deilu; vellikalaa pad:ukuni; pot:t:a chekkalayyeit:t:u; navvasaagin:di." )
( S0004_0001 "van:sha gauravan:." )
( S0004_0002 "puurvan: oka deishan:loo; oka jamiin:daarun:d:eivaad:u; aayanadi; chaalaa prasiddi kekkina van:shan:; aayana puurviikulu; iiqs~vaakula kaalan:loo; raajyaalu eilaarani; cheppukunei vaal:l:u; an:ducheita; jamiin:daarugaaru; tama van:shagauravan:koosan:; et:uvan:t:i tyaagamainaa cheiyat:aaniki; siddan:gaa un:d:eivaad:u; ii jamiin:daaru; verribaagulavaad:u; astamaanan:; tana pen:pud:u kootitoo aad:ukun:t:uu; un:d:eivaad:u; aayanaku; mukun:dud:ani; okkad:ei kod:ukun:d:eivaad:u; ii mukun:dud:uki; okasaari; raajugaari kumaartenu; pel:l:aad:aalani; koorika kaligin:di; vaad:u tan:d:ritoo; ii maat:a cheppi; aayana salahakooraad:u." )
( S0004_0003 "naayanaa; nuvvu eimainaa cheyyi; naaku sammatamei; mana van:shagauravaaniki maatran:; kal:an:kan: raanivvaku; an:tei neinu kooreidi; annaad:u jamiin:daaru." )
( S0004_0004 "ven:t:anei mukun:dud:u; raajugaarivaddaku vel:l:i; mahaaraajaa; naaku; mii ammaayini pel:l:aad:aalani; unnadi; maadi en:ta goppavan:shamoo; miiku telusukadaa; an:ducheita; ven:t:anei mii puroohitund~nd~i; pilipin:chi; naa pel:l:iki muhuurtan: pet:t:in:chan:d:i; annaad:u." )
( S0004_0005 "raajugaaru mukun:dud:itoo; eimii anaka; tana naukarlanu pilichi; ii shun:t:hanu; med:a bat:t:i; bait:iki gen:t:an:d:i; annaad:u; raaja bhat:ulu; mukun:dund~nd~i; bayat:aku gen:t:aaru; ii vaarta chevini pad:agaanei jamiin:daaru gaaru; kun:gipooyaad:u; aayana van:shaaniki, tiirani agauravan: jarigin:di; jamiin:daaru gaariki; annan: ruchin:chaleidu; nidra pat:t:aleidu; tana kod:uku; tana kal:l:a pad:at:aaniki; viiluleidani; aayana tana van:shan: vaari nan:darinii; pilipin:chi jariginadan:taa cheppaad:u." )
( S0004_0006 "an:taa vini ban:dhuvulu; en:ta avamaanan:; en:ta apratishht:ha; ani mukkula miida; veil:l:u veisukunnaaru." )
( S0004_0007 "ii apratishht:ha; naa okkad:idei kaadu; mii an:daridiinuu; an:ducheita; diiniki parihaaran: eimit:oo; miiran:taa baagaa aaloochin:chan:d:i; van:shagauravan: nilabet:t:ei saadhanan:; cheppan:d:i; annaad:u jamiin:daaru." )
( S0004_0008 "mun:du; mukun:dund~nd~i; in:t:inun:chi vel:l:a got:t:aali; annaad:oka ban:dhuvu." )
( S0004_0009 "aa taruvaata; miiru praayoopaveishan: cheyyaali; ii apratishht:haku; narabali jarigi tiiraali; annaad:u; maroka ban:dhuvu." )
( S0004_0010 "avunu; van:shagauravan: koosan:; evaroo okaru, praand~an: od:d:aka tappadu; annaaru; migilina ban:dhuvulan:taa; mukun:dud:u veli ayipooyi; jamiin:daaru kaastaa; chachchipootei; aayanakunna aasti yaavattuu; ii ban:dhuvulakei dakkutun:di; an:ducheita; vaal:l:u; aa vidhan:gaa cheppaaru." )
( S0004_0011 "jamiin:daaru kon:chen: aaloochin:chi; van:sha gauravan:koosan:; chachchipoovat:aakiki; naakaitei abhyan:taran: leidu; gaani; naajaatakachakran: chuusina; jyootishhkulu; nin:d:u nuureil:la; aayurdhaayan: un:dan:t:unnaaru; annaad:u." )
( S0004_0012 "jaatakaalanu nammat:aaniki leidu; brahma; evariki en:ta aayussu ichchaad:oo ei jyootishhkud:u cheppaleid:u; annaaru ban:dhuvulu." )
( S0004_0013 "sarei; van:shagauravaaniki; narabali; jarigi tiiraalan:t:unnaaru ganaka; alaagei jarigeit:t:u, chuustaanu; ani; jamiin:daaru; tana ban:dhuvula nan:darini; pan:peishaad:u." )
( S0004_0014 "taruvaata; aayana tana bhaaryavaddaku vel:l:i; eimei; mana van:shaaniki tiirani kal:an:kan: vachchin:di; van:shagauravan:koosan:; evaroo okaru balikaaka tappadu; naadi chuud:abootei; chaalaa diirghaayuvugaa kanabad:utunnadi; naaku badulugaa; niivu chachchipooyinat:t:ayitei; saukaryan:gaa un:t:un:di." )
