( tel_0053 " mii krqsxiki naa pratyeika abhinaqdanalu ")
( tel_0054 " tirupati wijayawaadxa cennai haidaraabaadu kadxapa oqgoolu modalagu pradeishamulaku nityaq railxlxa raakapookalu kalawu ")
( tel_0055 " idi telugu saqwatsaraqloo aidawa nela ")
( tel_0056 " saudii areibiyaa raajakiiya paartxiilu nisxiddhaq ")
( tel_0057 " naqdamuuri akkineini tolisaari kalasi natxiqcina subbaaraawu toli citraq palletxuuri pilla ")
( tel_0058 " mariyu kaasubaabu mariyu wikiipiidxiyaa yokka ajnjaata sabhyulu yokka krqtipai aadhaaritaq ")
( tel_0059 " diddubaatxlu elaa ceyyaali loo itxuwaqtxi wiwaraalu iqkaa unnaayi cuudxaqdxi ")
( tel_0060 " kanyaashulkaq naatxakaq gurajaadxa appaaraawu raasina saaqghika naatxakaq ")
( tel_0061 " appudxu mii saqtakaq ilaa kanipistuqdi ")
( tel_0062 " diini keiqdraq dxhillii loo wunnadi ")
( tel_0063 " padyaalanu wraayadxaaniki upayoogiqcei widhaanaanni chaqdassu aqtxaaru ")
( tel_0064 " telugu sinimaa praajektxu nirmaanxaqloo unna bomma ")
( tel_0065 " raaj pramukha saqgiita darshakulu txi. wi. raaju kumaarudxu ")
( tel_0066 " ii uuru wyawasaayaaniki prasiddhi ceqdiqdi ")
( tel_0067 " neinu telugu wikipiidxiyaa ku kotta ")
( tel_0068 " mii wiiksxanxa jaabitaa saayaqtoo eidainaa oka peijii loo jarigina maarpulanu cuudxaqdxi laagin ayi unnapudxu maatramei ")
( tel_0069 " daadaasaaheb phaalkei awaardxu grahiita pradiip ")
( tel_0070 " oo waaraq taruwaata tirigi raqdxi ")
( tel_0071 " deiwa pashcima goodaawari jillaa penugoqdxa maqdxalaaniki ceqdina graamamu ")
( tel_0072 " aame natxiqcina telugu citraalaku ekkuwagaa ke. raaghaweiqdra raawu gaaru darshakatwaq wahiqcaaru ")
( tel_0073 " iqkoo paatxa wuqdi ii paatxa akka ")
( tel_0074 " marinni wiwaraalaku wikiipiidxiyaa tolagiqpu paddhati cuudxaqdxi ")
( tel_0075 " ikkadxa mukhyamaina paqtxalu wari mokkajonna ")
( tel_0076 " ikkadxi niitxi wanarulu ati takkuwa ")
( tel_0077 " bhaarata deishaqloo ekkuwagaa maatxlaadxei drawidxa bhaasxa ")
( tel_0078 " ii citraaniki maheisx baabu natxana mukhya aakarsxanxa ")
( tel_0079 " pradhaana raajakiiya paartxiilu kaaqgres telugu deishaq teraasa ")
( tel_0080 " waari kalayika migataa citra katha ")
( tel_0081 " ii praaqtaqloo wari mukhyamaina paqtxa ")
( tel_0082 " idi telugu musliq jaatiki eqtoo awasaramaina samasya ")
( tel_0083 " kottapalli tuurpu goodaawari jillaa ai. poolawaraq maqdxalaaniki ceqdina graamamu ")
( tel_0084 " shiwuni wigrahaq aalaya samudaayaq loo nunna ii shiwuni wigrahaq caalaa duuraq nuqdxi kanipistuqdi ")
( tel_0085 " telugu wikiiloo ii deishaq guriqcina wyaasaq ")
( tel_0086 " ugaadi rooju nuqdxei telugu saqwatsaraq modalawutuqdi kaabatxtxi idi teluguwaari modatxi paqdxuga ")
( tel_0087 " taruwaata tamilxa sinimaa nirmaata naaraayanxantoo kalisi janaral philm kaarporeisxan sthaapiqcaaru ")
( tel_0088 " aayana modatxi graqdhaq shiwaajii mahaaraaju caritra ")
( tel_0089 " ii waqshamu telugu waarini paripaaliqcina toli musliq waqshamu ")
( tel_0090 " idi aastxreiliyaa deishapu jaatiiya paksxi ")
( tel_0091 " kadxapa aseqblii niyoojakawargaq kadxapa patxtxanxaq mariyu daani parisara sthaanaalu kalisina oka aseqblii niyoojaka wargaq ")
( tel_0092 " wiwaraalu deishaala jaabitaa railu rawaanxaa wyawastha parimaanxaq kramaqloo deishaala jaabitaa sainyaq saqkhyanu batxtxi ")
( tel_0093 " udaaharanxaki ii peijiiloo neinu ceisina maarpulu cuudxaqdxi ")
( tel_0094 " kiranx kumaar gaaru telugu wikiipiidxiyaaku swaagataq wikiipiidxiyaaloo sabhyulainaqduku abhinaqdanalu ")
( tel_0095 " ii waaraq samaikya krqsxiki ei maatraq aadaranxa leidu ")
( tel_0096 " ii graamamu ku railu saukaryaq mariyu bassu saukaryaq unnadi ")
( tel_0097 " idi keiwalaq saaraaqshaq maatramei puurti paatxhaq koosaq laisensu paatxhaq cuudxaqdxi ")
( tel_0098 " ii khaalxii samayaq enni roojulu uqtxuqdoo mari ")
( tel_0099 " daadaasaaheb phaalkei awaardxu grahiita akkineini naageishwararaawu ")
( tel_0100 " ummadxi kutxuqbaq saqcalana wijayaq saadhiqci rajatootsawaq jarupukuqdi ")
( tel_0101 " jnjaanapiitxha awaardxu poqdina toli telugu racayita ")
( tel_0102 " kanyaashulkaq gurajaadxa appaaraawu paqtulu raasina saaqghika naatxakaq ")
( tel_0103 " swaami waari aalayaq ii uuri mukhya aakarsxanxa ")
( tel_0104 " itanu chaqdassu cakkagaa arthaq ceisukunnaadxu ")
( tel_0105 " kaakatiiya wishwawidyaalayamu waraqgal loo unna pablik wishwawidyaalayamu ")
( tel_0106 " miiru pashcima goodaawari jillaa waaru kadaa ")
( tel_0107 " saqgiita naatxaka akaadxamii bhaarata prabhutwaq eirpaatxu ceisina jaatiiya akaadxamii ")
( tel_0108 " redxdxi wyaasaanni telugu wikiipiidxiyaa modatxi peijiiloo ii waarapu wyaasaq shiirsxikaloo pradarshiqcaaru ")
( tel_0109 " daadaasaaheb phaalkei awaardxu grahiita el. wi. prasaad ")
( tel_0110 " wishwanaath darshakatwaq wahiqcina oo siita katha dwaaraa sinii raqga praweishaq ceisaaru ")
( tel_0111 " idi keiwalaq telugu wijnjaana sarwaswaq maatramei ")
( tel_0112 " aqtxei wikiipiidxiyaatolagiqpu koraku wyaasaalu wyaasaq ani raayaali ")
( tel_0113 " annapuurnxa saqstha toli citraqgaa ke. wi. redxdxi darshakatwaqloo ruupoqdina doqgaraamudxu ghanawijayaq saadhiqciqdi ")
( tel_0114 " pashcima beqgaal loo beqgaalii pradhaanamaina bhaasxa ")
( tel_0115 " pradhaana niitxi wanaru naagaarjuna saagar edxama kaaluwa ")
( tel_0116 " idi telugu saqwatsaraq loo padawa nela ")
( tel_0117 " bhaarat loo tapaalaa koodx la wibhajana ")
( tel_0118 " idi aksxara kramaqloo mii wiiksxanxa jaabitaa looni wyaasaala peijiila patxtxika ")
( tel_0119 " prapaqcaqloo reqdxawa atipedda saaphtxuweiru saqstha ")
( tel_0120 " ii aatxa cinna pillalaku baagaa isxtxamaina aatxa ")
( tel_0121 " aaqdhrapradeish raasxtxra maajii mukhyamaqtri naqdamuuri taaraka raamaaraawu reqdxawa bhaarya naqdamuuri laksxmiipaarwati ")
( tel_0122 " maulika parishoodhanalu nisxiddhaq wikiipiidxiyaaloo maulika parishoodhanaa wyaasaalaku cootxu leidu ")
( tel_0123 " ii wuuriki prakka wuuru jagannaadhapuraqku madhya oka koqdxamiida narasiqha swaami aalayaq uqdi ")
( tel_0124 " siddhaaqtaq pashcima goodaawari jillaa penugoqdxa maqdxalaaniki ceqdina graamamu ")
( tel_0125 " bhairaansiqg sxekaawat raajasthaan shaasanasabha sabhyudxigaa unnaadxu ")
( tel_0126 " aa tarwaata idei kathanu wi. eq. saqstha telugu tamilxaq kannadxa bhaasxalloo nirmiqciqdi ")
( tel_0127 " idi prapaqcaqloo reqdxawa atipedda paksxi ")
( tel_0128 " graamamuloo oka praathamika paatxhashaala mariyu jillaa parisxat unnata paatxhashaala unnawi ")
( tel_0129 " kadxapa jillaaku saqbaqdhiqcina maqci samaacaaramu ii web saitx loo unnadi ")
( tel_0130 " aaqdhra pradeish raasxtxra maajii mukhyamaqtri naqdamuuri taaraka raamaaraawu ")
( tel_0131 " ii uuri janaabhaa sumaaru aidu weilu ")
( tel_0132 " raghu darshakatwaq wahiqcina modatxi sinimaa ")
( tel_0133 " wikiipiidxiyaa sabhyudxulu shaastri mariyu waijaasatya mariyu wikiipiidxiyaa yokka ajnjaata sabhyulu yokka krqtipai aadhaaritaq ")
( tel_0134 " eiluuru nuqdxi bassu saukaryaq uqdi ")
( tel_0135 " daadaasaaheb phaalkei awaardxu grahiita wi. ke. muurti ")
( tel_0136 " daani pakkanei oo cinna liqku ilaa uqtxuqdi ")
( tel_0137 " kadxapa jillaaku tuurpuna nelluuru pashcimaana anaqtapuraq mariyu daksxinxaana cittuuru jillaalu kalawu ")
( tel_0138 " diinini waadxukaloo ekkuwagaa jailu aqtxaaru ")
( tel_0139 " iqtaku muqdu adi khaalxiigaa unna peijii ganuka tolagiqci uqdxoccu ")
( tel_0140 " paakistaan prastutaq militxarii paalanaloo unnadi ")
( tel_0141 " ii graamaq samudra tiiraaniki chaalaa daggaragaa unnadi ")
( tel_0142 " aa adhikaari praaqtiiya prabhutwaaniki adhineita ")
( tel_0143 " alaaqtxi madraasuloo jarigina oka txii. wii kaaryakramaanni cuusina natxudxu jeminii ganxeishan sinii taara ayyeiqduku awakaashaalunnaayani prootsahiqcaadxu ")
( tel_0144 " ii wuuru haidaraabaadu nagaraqloo kraasroodx daggaranuqdxi aragaqtxa prayaanxaqloo ceirukoowaccu ")
( tel_0145 " ii samayaqloo daasari naaraayanxaraawu ke. raaghaweiqdraraawu koodaqdxaraami redxdxi agrasthaanaqloo unna darshakulu ")
( tel_0146 " raghu wyaasaq telugu wikiipiidxiyaa modatxi peijiiloo ")
( tel_0147 " daasari naaraayanxaraawu prabhutwa mahilxaa dxigrii kalxaashaala unnadi ")
( tel_0148 " koddigaa witxamin si inumu takkuwa ")
( tel_0149 " bhaaratadeisha praajektxu wyaasaala wargaala wargiikaranxa ")
( tel_0150 " ii kriqdi waaru ayi uqdxawaccu ani oka bhaawana ")
( tel_0151 " anagaa mana deishaaniki hiqdii adhikaara bhaasxa ")
( tel_0152 " minnasootxaa raasxtxraqloo kala oka pramukha unnata widyaa saqsthala wyawastha ")
( tel_0153 " haakii muudxawa prajaadaranxa gala aatxa ")
( tel_0154 " pratii nirwaahakudxu wikiipiidxiyaatolagiqpu widhaanaq cadiwi arthaq ceisukoowaali ")
( tel_0155 " bhuumi mariyu caqdrudxi madhya poolika ")
( tel_0156 " ii uuriki prakka uuru raaghawaapuraqku madhya narasiqhagiri anei koqdxamiida narasiqha swaami aalayaq uqdi ")
( tel_0157 " iqkoo wisxayaq naa peirei tappugaa wraashaaru ")
( tel_0158 " satyanaaraayanxa raaju mariyu waijaasatya mariyu wikiipiidxiyaa yokka ajnjaata sabhyulu yokka krqtipai aadhaaritaq ")
( tel_0159 " paqcaayat raaj maqtritwa shaakha websaitxuloo karnuulu jillaa taaluukaala wiwaraalu unnaayi ")
( tel_0160 " ii uuriloo kala jillaa parisxat paatxhashaala okappatxi saqskrqta paatxhashaala ")
( tel_0161 " daadaasaaheb phaalkei awaardxu grahiita shaaqtaaraaq ")
( tel_0162 " mii iqtxi peirutoo prasiddhi ceqdina wyaktula peirlu wraayaqdxi ")
( tel_0163 " okkokka jatxtxuloo eidxu maqdi uqtxaaru ")
( tel_0164 " wiiraghatxtxaq aaqdhra pradeish raasxtxramulooni shriikaakulxaq jillaaku ceqdina oka graamamu mariyu maqdxalamu ")
( tel_0165 " graamaqloo praathamika aaroogya keiqdraq uqdi ")
( tel_0166 " bhaaratiiya bhaasxalaloo wikiipiidxiyaa badulu itara bhaasxalaloo wikiipiidxiyaa aqtxei elaa uqtxuqdi ")
( tel_0167 " ii kriqdi wyaasaalu kuudxaa cuudxaqdxi ")
( tel_0168 " ika airoopaa waari yugaq aaraqbhamaiqdi ")
( tel_0169 " prasaad peiritxa oo peijii ippatxikei uqdi ")
( tel_0170 " puurwaq ii graamaq rawaanxaa saukaryaq leika maaru muula graamaq gaa wuqdxeidi ")
( tel_0171 " aa citraq enni saarlu cuusinaa phalaanaa nanniweishaq anawasaramanoo leika iqkeidoo sanniweishaq awasaraq uqdanoo anipiqcadu ")
( tel_0172 " udaaharanxaku naqdamuuri taaraka raamaaraawu wisxayaqloo en. txi. aar en. txi. raamaaraawu anei reqdxu peirluu ekkuwagaa waadxukaloo unnaayi ")
( tel_0173 " aqdukei ii ayoomaya niwrqtti peijii ")
( tel_0174 " nawiin gaaruu neinu wikipiidxiyaa ku kotta ")
( tel_0175 " idi naa praadhamika pratipaadana maatramei ")
( tel_0176 " raqgaaraawu wyaasaq telugu wikiipiidxiyaa modatxi peijiiloo ii waarapu wyaasaq shiirsxikaloo pradarshiqcaaru ")
( tel_0177 " ippatxi jillaa parisxat adhyaksxudxu raamacaqdraa redxdxi diiniki shaqkhusthaapana ceisinaadxu ")
( tel_0178 " mana raasxtxraaniki telugu adhikaara bhaasxa ")
( tel_0179 " eika saqskrqtaq ayinappatxikii telugu waadxukaloo oka maatxala kaqtxei eika maatxala kaqtxe ekkuwa ")
( tel_0180 " telaqgaanxaa praaqtaaniki ceqdina modatxi mukhyamaqtri aayana ")
( tel_0181 " ii raasxtxraqlooni mukhyamaina nadulu goodaawari krqsxnxa ")
( tel_0182 " wari ii graamaq pradhaana paqtxa ")
( tel_0183 " ii peijiila peirlaku muqdu tappanisarigaa wikiipiidxiyaa aneidi uqdxaali ")
( tel_0184 " poolawaraq tuurpu goodaawari jillaaku ceqdina oka maqdxalamu ")
( tel_0185 " raa oka pratyeikamaina hoodaa unna saqstha ")
( tel_0186 " iqka ii carcaa peiji cuudxaqdxi ")
( tel_0187 " shaastriiya mariyu parishramala yaqdu upayoogaq ")
( tel_0188 " muusanu ceircina taruwaata wyaasaalu aa teidii waccina weqtxanei ii wargaqlooki wacci ceirataayi ")
( tel_0189 " shriikaakulxaq ghaqtxasaala prasiddhi ceqdina aaqdhra wisxnxu deiwaalayaq unna wuuru ")
( tel_0190 " paqcaayat raaj maqtritwa shaakha websaitxuloo kariiqnagar jillaa taaluukaala wiwaraalu ")
( tel_0191 " telugu wishwawidyaalayaq pracuriqcina wijnjaana sarwaswaq aidawa bhaagaqloo oka peijiini kiqda cuudxaqdxi ")
( tel_0192 " marikonni saqbaqdhita wyaasaalu koraku kadxapa ayoomaya niwrqtti cuudxaqdxi ")
( tel_0193 " pradhaana paqtxalu mokkajonna ceraku mariyu pasupu ")
( tel_0194 " karnuulu mariyu prakaashaq jillaalu uttaraana sarihaddulu ")
( tel_0195 " kaasubaabu gaaruu aa katha naaku teliyadu ")
( tel_0196 " daaniki mii suucanalu eimayinaa uqtxei telupaqdxi ")
( tel_0197 " okaweilxa miirei ganuka tiisi uqtxei miiku naa ekkuwa abhinaqdanalu ")
( tel_0198 " graamaqloo pradhaana paqtxalu wari pratti mirapa kuuragaayalu ")
( tel_0199 " waatxini photxoolu tiisi aayaa sinimaalaku saqbaqdhiqcina wyaasaalaloo uqcaqdxi ")
( tel_0200 " ii graamamuloo unnata paatxhashaala unnadi ")
( tel_0201 " miiru kuudxaa saqtakaq ceiyaqdxi ")
( tel_0202 " ii peijii prayoogashaala loo oo shiirsxika petxtxi cuudxaqdxi ")
( tel_0203 " maurya saamraajyaq loo bhaagaqgaa uqdxeidi ")
( tel_0204 " mii uuri peiru ippatxikei uqdi ")
( tel_0205 " kaasubaabu gaaru suuciqcina wisxayaq baaguqdi kaani wishwanaadh bommalu ani suuciqcadxaq eqta waraku ucitaq ")
( tel_0206 " aqtei kaaka konni sinimaalaloo natxiqcaaru kuudxaa ")
( tel_0207 " appatxinuqdxi aa deishaq peiru jarmanii ")
( tel_0208 " itxuwaqtxi wishwawidyaalayaq prapaqcaqloo idi okatxei ")
( tel_0209 " masid wyaasaaniki jata ceistaanu reqdxu muudxu roojulaloo ")
( tel_0210 " laksxmiiraajyaq telugu sinimaa raqgasthala natxi mariyu nirmaata ")
( tel_0211 " pramukha telugu sinii darshakudxu ke. wishwanaath siriwennela sinimaaku paatxalu raasei awakaashaq kalpiqcaaru ")
( tel_0212 " kaani janaabhaa haidaraabaadu nagaraq janaabhaa kaqtxei caalaa takkuwa ")
( tel_0213 " idi telugu saqwatsaraq loo naalugawa nela ")
( tel_0214 " idi muusala guriqcina sthuula wiwaranxa ")
( tel_0215 " idi kaalxidaasu yokka motxtxamodatxi naatxaka racana ")
( tel_0216 " idi mahaaraasxtxra yokka adhikaara bhaasxa ")
( tel_0217 " idi wyawasaaya aadhaarita graamamu wari pradhaana paqtxa ")
( tel_0218 " aa saqdarbhaqloo mii sabhyanaamaq sthaanaqloo adxrasu kanipistuqdi ")
( tel_0219 " talli weiru wyawastha dwidalxajiija mokkalaloo kanipistuqdi ")
( tel_0220 " muusanu ceircina taruwaata bommalu aa teidii waccina weqtxanei ii wargaqlooki wacci ceirataayi ")
( tel_0221 " kadxapa aaqdhra pradeish raasxtxramulooni kadxapa jillaaku ceqdina oka maqdxalamu ")
( tel_0222 " krqsxnxaa jillaa ghaqtxasaala maqdxalaqloo unnadi ")
( tel_0223 " ikkadxa mahaashiwaraatri ki brahmaaqdxamaina utsawaalu aidu roojula paatxu jarugutaayi ")
( tel_0224 " paqcaayat raaj maqtritwa shaakha websaitxuloo wijayanagaraq jillaa taaluukaala wiwaraalu ")
( tel_0225 " idei abhipraayaq saayi kuudxaa ceppaadxu ")
( tel_0226 " kaawali saqtakawitxi shriikaakulxaq jillaa saqtakawitxi maqdxalaaniki ceqdina graamamu ")
( tel_0227 " kaanii wyaasaq baagaa kanipiqcadxaq koosaq bommalu sthaanaalu maarcaanu ")
( tel_0228 " eidoo tappu ceisaaru kaasubaabu gaaru ")
( tel_0229 " edxama pakkana unna itxiiwali maarpulu nu nokkaqdxi ")
( tel_0230 " ii matxhaq ksxeitraq gujaraat loo dwaarakaa ksxeitramu wadda kaladu ")
( tel_0231 " telugu nelalu telugu nelalu panneqdxu ")
( tel_0232 " aa wyaasaanni tolagiqpu koraku wijnjapti ceisaanu ")
( tel_0233 " awi oo pratyeikamaina waasana ruci kaligi uqtxaayi ")
( tel_0234 " warga wiwaranxa peijiiloo kiqdi wiwaranxa uqdxaali ")
( tel_0235 " wari ii uuri pradhaana paqtxa ")
( tel_0236 " atani skooru aa naatxiki bhaarat taraphuna atyadhika skooru ")
( tel_0237 " maurya saamraajyaaniki kalxiqga raajyaaniki madhya jarigiqdi ")
( tel_0238 " ikkadxa unna okei oka wishwawidyaalayaq kaladu ")
( tel_0239 " iiyana bhaaratiiya ganxita shaastra samaajaaniki kaaryadarshi kuudxaa ")
( tel_0240 " aayana shisxyulu aayannu maastxar ani pilucukuqtxuqtxaaru ")
( tel_0241 " alaagei ciraqjiiwi ayoomaya niwrqtti aneidi oka ayoomaya niwrqtti peijii ")
( tel_0242 " nijaq ceppaalaqtxei wikipiidxiyaa naaku kotta ")
( tel_0243 " aqtxei oman deishaq waishaalyaq aaqdhra pradeish kaqtxei ekkuwa ")
( tel_0244 " braahmanxa ceruwu cittuuru jillaa kewiipii puraq maqdxalaaniki ceqdina graamamu ")
( tel_0245 " naagiredxdxi wyaasaq telugu wikiipiidxiyaa modatxi peijiiloo ii waarapu wyaasaq ")
( tel_0246 " idi telugu saqwatsaraqloo modatxi nela ")
( tel_0247 " gajal anagaa strii saqbhaasxanxa striila saqbhaasxanxa ")
( tel_0248 " diini peiruku muulaq griiku bhaasxa ")
( tel_0249 " prapaqca saahityaqloo idi goppa racana ")
( tel_0250 " pratii jillaaku keiqdra prabhutwaq oka aieies aaphiisarunu kalaktxarugaa niyamistuqdi ")
( tel_0251 " ii wyaasaqloo okaru wraasina samaacaaraq ")
( tel_0252 " kadxapa mottaq jillaa koraku kadxapa jillaa cuudxaqdxi ")
( tel_0253 " wuuriloo oka railwei stxeisxan uqdi ")
( tel_0254 " wikiipiidxiyaa sabhyudxulu rawicaqdra mariyu kaasubaabu yokka krqtipai aadhaaritaq ")
( tel_0255 " shriikaakulxaq jillaaloo idi oka looksabha sthaanamu ")
( tel_0256 " wistaranxa aqtxei keiwalaq aaqgla wikii anuwaadaq kaadu ")
( tel_0257 " pedaweigi okappatxi weiqgi shaatawaahanula kaalaqloo pramukha nagaraq ")
( tel_0258 " oka praadhamika paatxhashaala oka unnata paatxhashaala mariyu iqtxar kaaleijii unnawi ")
( tel_0259 " ii deiwaalayaaniki edurugaa ceruwu madhyaloo nirmiqcina maqdxapaq pratyeika aakarsxanxa ")
( tel_0260 " ii wisxayamai tana patrikalaloo wistrqtaqgaa pracaaraq nirwahiqcaadxu ")
( tel_0261 " iqkanuu eidainaa saqdeihaq wastei khaccitaqgaa carcaa peijiiloo wraayaqdxi ")
( tel_0262 " mari koqta duuraqloo unna subrahmanxya swaami koqdxapai kuudxaa utsawaalu ghanaqgaa jarugutaayi ")
( tel_0263 " maatxala baabu gaaru caala krqtajnjatalu naaku tewiki loo sabhyatwaq uqdi ")
( tel_0264 " alaagei islaaq loo kuudxaa nibaqdhanalu unnaayi awi aidu ")
( tel_0265 " oo waaraq taruwaata bommanu tolagiqcawaccu tolagiqpu widhaanaq cuudxaqdxi ")
( tel_0266 " ii uuri lo wyawasaayamu ekkuwa ")
( tel_0267 " reqdxu ki saqbaqdhiqcina telugu maatxalu joodxii joodxu jata jaqtxa ummadxi ")
( tel_0268 " saqskrqtaq hiqduu bauddha mariyu jaina mataalaku pradhaana bhaasxa ")
( tel_0269 " edxama kaaluwa nalgoqdxa jillaaku niitxi sarapharaa ceistuqdi ")
( tel_0270 " waraqgal jillaa ku mukhya patxtxanxaq waraqgal ")
( tel_0271 " ii patxtxanxaq hasan jillaaku raajadhaani kuudxaa ")
( tel_0272 " eqdukaqtxei awi aayaa sabhyula abhipraayaalu maatramei ")
( tel_0273 " naa jiiwita yaatra txaqgutxuuri prakaashaq peijii ")
( tel_0274 " deiwaalayamu mottaq tellagaa uqdxutxaku diini pratyeikata ")
( tel_0275 " aayanaku iddaru kumaarulu oka kumaarte ")
( tel_0276 " iqtxar reqdxawa saqwatsaraq shrii saayi juuniyar kalxaashaala baapatxla ")
( tel_0277 " ii wyaasaq looni pradhaana bhaagaalanu okkoo phailugaa tayaaru ceistei baaguqtxuqdani naa uddeishyaq ")
( tel_0278 " kanuka mana bommalu kuudxaa waari bommalaku kaapii kaakuqdxaa uqtxei baaguqtxuqdani naa bhaawana ")
( tel_0279 " poolawaraq pashcima goodaawari jillaaku ceqdina oka maqdxalamu ")
( tel_0280 " alaaqtxi samayaqloo ii saameta ceptaaru ")
( tel_0281 " kaaqti gaaru telugu wikiipiidxiyaaku swaagataq wikiipiidxiyaaloo sabhyulainaqduku abhinaqdanalu ")
( tel_0282 " weimanpalli aaqdhra pradeish raasxtxramulooni adilaabaadu jillaaku ceqdina oka maqdxalamu ")
( tel_0283 " idei peirutoo unna itara praaqtaala koraku kaawali ayoomaya niwrqtti cuudxaqdxi ")
